CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
2c384bced0e434974c8296ff07dfa3d5142f38338cd1e85891b109d855b3691208af8d79da5c635c836554f912837b523e9dd5a0c74b3847aa2926aafa5d1146,JE266910,,06/15/2021 01:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/15/2021 01:45:00 PM,NOT APPLICABLE,NOT APPLICABLE,3553,W,PETERSON AVE,1711.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,3,6,41.9901557838,-87.7186293848,POINT (-87.718629384792 41.990155783805)
6b701d033e74ef3646457bc9d947104db274d003bf1523013293c91ed821cc23c02e78fb90e3a30dba204e500bfd87aca16f5462abe273f2f37b1d3948f29ac4,JG390342,,08/20/2023 12:19:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/20/2023 03:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8628,S,COTTAGE GROVE AVE,632.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,8,41.737581396,-87.6049962309,POINT (-87.604996230941 41.737581395989)
9362cff64457379d07cfb1a95fee41874bf1efb4aa974d7ccec9ff212decc4548192aeee702cb60cbeb4a71b78e91bf81750af48a1a7302c48881910574d83f6,JD283790,,07/02/2020 06:40:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/02/2020 07:20:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2000,E,MARQUETTE DR,331.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,7,41.7757698807,-87.5763473518,POINT (-87.57634735179 41.775769880715)
ddde829dc96a0269d842c4b3789886f37943b2037c7d7faee7abfbc419d0aaffcfd60b8ae69c31fe609f61fb9c4ca13a97e9e45d0cc24ed841478f00034d4542,JB180934,,03/10/2018 03:34:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",03/10/2018 03:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2144,S,WASHTENAW AVE,1023.0,,Y,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,7,3,41.8523903825,-87.6931550097,POINT (-87.693155009677 41.852390382465)
f174ab93b93363da4808ab603a272327b2744757b1ea05fb45e793135a8f0e0ba8c11d19e6caa906016e1698ccefcdb540773a6a2a835b69191898849232f101,JE151301,,02/24/2021 06:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/24/2021 07:50:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1711,W,PETERSON AVE,2012.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,4,2,41.990670826,-87.6721359604,POINT (-87.672135960369 41.990670826023)
5195aebe0e04351ec516645b456f908f44cd187c13869cdc79f1bffc3f5deb73857cedfe389c42440d962a15f0b25e91a7e9a5798980a7445cfe33d36a2c43b5,JA208682,,04/01/2017 01:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/01/2017 01:55:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,5450,N,BROADWAY,2013.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,7,4,41.9814773428,-87.6601572059,POINT (-87.660157205942 41.981477342791)
c08319d0dd6fc4d6728e7161a9b21498e1e1a2a8995ef796fedaed65a6d0de985878fb0d78ed3e17d36754d5d5cfe39479afe0000911973a8171481d29a1648e,JG321284,,06/29/2023 06:33:00 PM,30,STOP SIGN/FLASHER,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,06/29/2023 06:36:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,36,W,DIVISION ST,1824.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18,5,6,41.9040321468,-87.6300611856,POINT (-87.630061185565 41.904032146847)
d87c0a4caefdb2b45f9300e9271659a601a3497c05ae7d7efbdf7078be46c2f52bdb96fca1e6c610eb0a420dbdff1c20eda0cad8136c555100013a4820f2ff3d,JC295679,,06/07/2019 07:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",06/07/2019 07:30:00 AM,NOT APPLICABLE,NOT APPLICABLE,10327,S,TORRENCE AVE,434.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,6,6,41.7073666384,-87.5595021286,POINT (-87.559502128636 41.707366638401)
938b7087106742fbeb790fc4e3b6e19b580d2d835e37b02d024a5653d98fc042d10adf1ac840a0c9c0846717da2fb37b3f099e67f8bc6b722278f446ad76bbdb,JF440344,,10/19/2022 08:50:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/19/2022 08:55:00 AM,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,1,S,HOYNE AVE,1223.0,,,,,,,2,INCAPACITATING INJURY,2.0,0.0,1.0,1.0,0.0,1.0,0.0,8,4,10,41.8812127518,-87.6789387124,POINT (-87.678938712407 41.881212751778)
88d045068a78ec1fbb5080c9d15a48f1298ff73864d58303422c759f06fac0f5ee9ba6fe5df7b68cde45dfe0b33c4792dcc1ff617a46c29c5549d941429dc2bb,JB417496,,09/01/2018 03:40:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",09/01/2018 04:16:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,4010,W,WASHINGTON BLVD,1114.0,,,,,,,2,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,4.0,0.0,3,7,9,41.8821116229,-87.7261839608,POINT (-87.7261839608 41.882111622906)
fb4f25a827ffb7c1f112ab028289d3888fadb8345f6b9725212f303a76bf53eb1a1915b713569967dcf08566256862c847448869ac1042c4e12a149d3ae8c16a,JB240058,,04/27/2018 12:33:00 PM,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,04/27/2018 12:33:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3859,N,SHEFFIELD AVE,1923.0,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,6,4,41.9525994633,-87.6543411895,POINT (-87.654341189486 41.952599463317)
aae55e4ff20cf500ef9a3dac96bcd05d864f563563377416e0cedc9dd004930967c4c41e18208b251a05937a16b1935ac8b39ffaac5c5cd25a4a57a737625756,JG452695,,10/06/2023 12:11:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/06/2023 12:19:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,5600,W,AUGUSTA BLVD,1511.0,,,,,,,2,"REPORTED, NOT EVIDENT",4.0,0.0,0.0,0.0,4.0,1.0,0.0,0,6,10,41.8986057682,-87.7655880081,POINT (-87.765588008091 41.898605768197)
2d458586b7208191a35e80a9ed64e4f784f3b7e638f4b7dc0d6f6adbf841a9b8ce0c898a2a6b66076f1d9265ba6091253dc3f5b694ae04e23e993e8f13382ae3,JB267563,,05/17/2018 03:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",05/17/2018 04:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,201,E,ROOSEVELT RD,132.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,5,5,41.8673751156,-87.6224932322,POINT (-87.622493232196 41.867375115595)
cc2368757b8507cd8cf9b1d08b38509a07ec56f11976b642bca297c7be896f737a8c12b54d26ec543cb08777fb23eace29f98b18d9d0d58fb54ac148d855d767,JE409901,,10/14/2021 06:20:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",10/14/2021 07:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7421,S,EMERALD AVE,732.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18,5,10,41.7591642139,-87.6428923129,POINT (-87.642892312895 41.759164213942)
698a938b55b5ca89f1b5070ab21de518fa5cb244b2c330f06b31c0896a3137436ee15ee3151d3db6a2e2749162f61478367e363709fef62527d6922c2bab0432,HY516699,,11/27/2015 03:30:00 PM,20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DUSK,REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/27/2015 03:45:00 PM,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,220,W,MERCHANDISE MART PLZ,1831.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,11,41.8880755385,-87.6348735737,POINT (-87.634873573717 41.88807553848)
6fa807a636e0983107b96bb4f3e89bfdf0ad8b89bc71fe7595e2710a6ebcc5d6dda82a15e6946413958ef34178335163205ce3488b3dc3d065837193bcbe6f8d,JC466957,,10/09/2019 04:58:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/10/2019 05:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,12800,S,INDIANA AVE,532.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,10,41.6618532075,-87.6180349188,POINT (-87.618034918833 41.661853207514)
ee4d50e4a2d8133a167233bcf8abe2e72c35dfcd6683849027bcdaf9c57339eaa89ff350030fdaa33c5fd695fa636383e4cc30249be21c8445877574f25adeba,JF393286,,09/12/2022 03:05:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",09/12/2022 03:46:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,15,S,ALBANY AVE,1124.0,N,N,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,2,9,41.8805660131,-87.7028125485,POINT (-87.7028125485 41.880566013057)
f55e2063937056c64aec382be017cc98634e77f1fd568b4df97fd7eb66a95dad7748e1ad8d6ba3f5f022f166fcf7ffc480de09690d94ae0b5ad6b6f36e0ab7c6,JB106643,Y,01/05/2018 09:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",01/06/2018 02:35:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,324,E,75TH ST,323.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,6,1,41.7584803163,-87.6172108948,POINT (-87.61721089479 41.758480316269)
9ca2898be61e136b62acb3f055994ce3a08f3733d543b2ef245909c31da7a9335d7989d4803637225f66824903ce43ce07a1835e48a6cdb9ab73a2fc6d1ce2fd,JF437726,,10/17/2022 10:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/17/2022 10:55:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3115,N,HARLEM AVE,2511.0,Y,Y,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,2,10,41.9368592688,-87.8065604754,POINT (-87.806560475412 41.936859268798)
15bc1713f63aba5813a9e86b5871928fccd504d4b1d0915ccc5e2809df98d8fb6e35c18cee0c59b99dc09fdc5a0003cc948fe689d08e9ba3051cbe2afc423f38,JG200791,,03/27/2023 09:30:00 AM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"OVER $1,500",03/27/2023 12:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6535,W,ADDISON ST,1632.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,2,3,41.9454831042,-87.7901948934,POINT (-87.790194893449 41.945483104157)
6ee3a10d1dcbaa88995483ab8dbbbcb34fa858d7e2f4a5959ee3bced834577e72a7ab3f60a9117c75a762a93bc40a9f67251870efbbb50426b210a0678cc5150,JB106023,,01/05/2018 10:45:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/05/2018 10:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,EQUIPMENT - VEHICLE CONDITION,6558,S,KEDZIE AVE,831.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22,6,1,41.7735439455,-87.7031587462,POINT (-87.703158746198 41.773543945549)
00ea832162755ae505a2e0979744f87be9ea9ec575fde7861e9ac1f35482cff749a901ee062996ea1454ee3f24d4b6310b28633a3db0f0e1c12a7c6dd33f7ff5,JD162287,,02/23/2020 04:25:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",02/23/2020 04:26:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,7149,S,SACRAMENTO AVE,831.0,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,1,2,41.7630121874,-87.6977327189,POINT (-87.697732718866 41.763012187429)
de7554ffbf2556788a160fcf1ff2cef903e5adb983739b81198712624979caec996cad363a37524532d976cf505e7cf489470d8158515ef3fd486c55a245ffcf,JA475500,,10/18/2017 07:55:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/18/2017 08:00:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2140,W,IRVING PARK RD,1911.0,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7,4,10,41.9542057609,-87.6828529257,POINT (-87.682852925738 41.954205760854)
e6012b2e304b13fdc128fda589ddc994f23e36ec09b29db07864a0834b75258bdd5583b8d0536dd2f40c5258bf65e53e25f5c5498e303eeee31208f3bbafd665,JE178673,,03/24/2021 05:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/24/2021 06:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4951,N,MILWAUKEE AVE,1623.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,3,41.9708849582,-87.7632613109,POINT (-87.763261310877 41.970884958152)
615e146d94f5b057b0a0af173463b051116a5dddfc55790cd0a94b83217248c32dfae07adce32bc597b05f6064d2e72edd44f0594aca014e880be0831a4850bd,JE374366,,09/12/2021 09:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",09/15/2021 11:30:00 AM,UNABLE TO DETERMINE,FAILING TO REDUCE SPEED TO AVOID CRASH,1741,E,73RD PL,324.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,1,9,41.7614346095,-87.5819617565,POINT (-87.581961756549 41.761434609477)
925ebdcedb82d9f3bd8b829075202aafe219e2e420c801275ebd733bf83bd06b742851bc501c862d0d8a749ff366f2afb5dcbca67a18e5670fb6997a85590599,HZ532386,,11/18/2016 07:15:00 PM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,0.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/28/2016 06:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,100,W,87TH ST,622.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,6,11,41.7363738203,-87.6272315646,POINT (-87.627231564567 41.736373820276)
b08e857316eab6acffe32360bc5da2ab01f54ff3289be424b25ffc6d3e5472adad566dfca56e6b6ccec6baf96de21f4f55fdbe48282e1e5f4507ffa6c9a70942,JE348142,,08/24/2021 10:30:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/24/2021 10:33:00 AM,NOT APPLICABLE,NOT APPLICABLE,256,E,ERIE ST,1834.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,3,8,41.8943003595,-87.6205006755,POINT (-87.620500675538 41.89430035953)
a0b7aec1c028ba8f3ffdcac1cf9b9285084bd78a0ccd76c0e60b050b4fbbbec7d9b73bd6d18096d3c929d982935c23d5726f18c421f9409ecbdaa8b0510d90fd,JB241868,,04/28/2018 07:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,04/28/2018 07:35:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4800,W,ROOSEVELT RD,1533.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,7,4,41.8660060394,-87.7448173762,POINT (-87.74481737621 41.866006039367)
9e22ed42d6b71ef88b19ecddbe59ffa456c892af7a9ee5330513fb9703e480d73cb150859425c0b21df50dd910ff3cd7c557dbb11237e241e4dc81088ae46f56,JG213020,,04/06/2023 11:32:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/06/2023 11:32:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2801,S,KEDZIE AVE,1033.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11,5,4,41.8408141312,-87.7047814293,POINT (-87.704781429299 41.840814131218)
bdd398914ec8b110e50c5a0e7fab6ae6d377b5f60ee5ade516b38cd4342916f0d824402d7c941d4b279b4a754def725d2c0ac57dc807eacc5cadda81918dd58e,JB246701,,05/02/2018 11:15:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,05/02/2018 11:35:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4760,W,FULLERTON AVE,2521.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,4,5,41.9243499158,-87.7462435909,POINT (-87.746243590888 41.924349915846)
40979f43e6ba5033d86ad88c69fec5019590969b769f8203499115d48c6719cbc508097fdf82388321b2dc0a157801833ae799e159239ac4de998d5283dc23d9,JC488669,,10/27/2019 05:35:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,10/27/2019 05:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7201,W,IRVING PARK RD,1631.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,1,10,41.9526554062,-87.8073313241,POINT (-87.807331324127 41.952655406155)
7342fd288d26094581a2ced3b7a9d5d5864b2aa89dbd8c4934db7b06bff2b477f7db66b0db56e51e8640a85ef4ec54ac252703d0794be8f741aeda45b9c51280,JA164555,,02/23/2017 12:38:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,02/23/2017 01:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4801,W,OHIO ST,1532.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,5,2,41.8912716701,-87.7457089497,POINT (-87.745708949656 41.891271670056)
c4d23fb92081a32af08e16b6ac3302e10669efee4f17ce9afe2293815bea4d52f22e5e87dce2faba2aba16f778dfe668c7a15cb2ffce4ca2bc17f13f7eb19565,JF408561,,09/24/2022 04:00:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",09/24/2022 08:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3635,W,MONTROSE AVE,1723.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,7,9,41.9609408978,-87.7194741856,POINT (-87.719474185581 41.960940897764)
